timestamp,signal_strength,transmit_rate,ping_latency
2025-04-22T04:35:43.205493,82,155,3
2025-04-22T04:35:53.207054,82,155,3
2025-04-22T04:36:03.195670,82,155,4
2025-04-22T04:36:13.199904,82,155,2
2025-04-22T04:36:23.207473,82,155,4
2025-04-22T04:36:33.204425,82,155,3
2025-04-22T04:36:43.203375,82,155,3
2025-04-22T04:36:53.205477,82,155,2
2025-04-22T04:37:03.195270,82,155,3
2025-04-22T04:37:13.204766,82,155,2
2025-04-22T04:37:23.200633,82,155,6
2025-04-22T04:37:33.205155,82,155,5
2025-04-22T04:37:43.203649,82,155,2
2025-04-22T04:37:53.202399,82,155,2
2025-04-22T04:38:03.193089,82,172,1
2025-04-22T04:38:13.206720,82,172,2
2025-04-22T04:38:23.191923,82,172,2
2025-04-22T04:38:33.199707,82,172,2
2025-04-22T04:38:43.202333,82,172,2
2025-04-22T04:38:53.197539,82,172,2
2025-04-22T04:39:03.203940,82,172,2
2025-04-22T04:39:13.201287,82,172,2
2025-04-22T04:39:23.197152,82,172,3
2025-04-22T04:39:33.195420,82,172,2
2025-04-22T04:39:43.198489,82,172,3
2025-04-22T04:39:53.195982,82,172,3
2025-04-22T04:40:03.204674,82,172,2
2025-04-22T04:40:13.207749,82,172,4
2025-04-22T04:40:23.197845,82,172,2
2025-04-22T04:40:33.197523,82,172,2
2025-04-22T04:40:43.198658,82,172,2
2025-04-22T04:40:53.204070,82,172,2
2025-04-22T04:41:03.192478,82,172,2
2025-04-22T04:41:13.203809,82,172,5
2025-04-22T04:41:23.197717,82,172,4
2025-04-22T04:41:33.203209,82,172,3
2025-04-22T04:41:43.203305,82,172,2
2025-04-22T04:41:53.200525,82,155,2
2025-04-22T04:42:03.195547,82,155,2
2025-04-22T04:42:13.196863,82,155,1
2025-04-22T04:42:23.193820,82,155,3
2025-04-22T04:42:33.194341,82,155,2
2025-04-22T04:42:43.197357,82,155,2
2025-04-22T04:42:53.194878,82,155,3
2025-04-22T04:43:03.200676,82,155,2
2025-04-22T04:43:13.202002,82,155,2
2025-04-22T04:43:23.204463,82,155,2
2025-04-22T04:43:33.192246,82,155,2
2025-04-22T04:43:43.198264,82,155,2
2025-04-22T04:43:53.201108,82,155,12
2025-04-22T04:44:03.202828,82,155,2
2025-04-22T04:44:13.204457,82,155,3
2025-04-22T04:44:23.198296,82,155,2
2025-04-22T04:44:33.206282,82,155,2
2025-04-22T04:44:43.192205,82,155,10
2025-04-22T04:44:53.206093,82,155,2
2025-04-22T04:45:03.195792,82,155,3
2025-04-22T04:45:13.197789,82,155,2
2025-04-22T04:45:23.192881,82,155,2
2025-04-22T04:45:33.200486,82,155,2
2025-04-22T04:45:43.198790,82,155,2
2025-04-22T04:45:53.204312,82,155,3
2025-04-22T04:46:03.196642,82,155,2
2025-04-22T04:46:13.203808,82,155,4
2025-04-22T04:46:23.199040,82,155,2
2025-04-22T04:46:33.203563,82,155,3
2025-04-22T04:46:43.202011,82,155,4
2025-04-22T04:46:53.200784,82,155,3
2025-04-22T04:47:03.193146,82,155,4
2025-04-22T04:47:13.200053,82,155,3
2025-04-22T04:47:23.201518,82,172,3
2025-04-22T04:47:33.205142,82,172,2
2025-04-22T04:47:43.204238,82,172,3
2025-04-22T04:47:53.206532,82,172,3
2025-04-22T04:48:03.203700,82,172,2
2025-04-22T04:48:13.203918,82,172,4
2025-04-22T04:48:23.196151,82,172,2
2025-04-22T04:48:33.192395,82,172,3
2025-04-22T04:48:43.193084,82,172,5
2025-04-22T04:48:53.201332,82,172,2
2025-04-22T04:49:03.203720,82,172,2
2025-04-22T04:49:13.204354,82,172,2
2025-04-22T04:49:23.192629,82,172,3
2025-04-22T04:49:33.191963,82,172,4
2025-04-22T04:49:43.198996,82,155,3
2025-04-22T04:49:53.203846,82,155,2
2025-04-22T04:50:03.199239,82,155,2
2025-04-22T04:50:13.196341,82,155,3
2025-04-22T04:50:23.202517,82,155,2
2025-04-22T04:50:33.195065,82,155,2
2025-04-22T04:50:43.197056,82,155,2
2025-04-22T04:50:53.191926,82,155,3
2025-04-22T04:51:03.195029,82,155,2
2025-04-22T04:51:13.192619,82,155,2
2025-04-22T04:51:23.192367,82,155,2
2025-04-22T04:51:33.196405,82,155,3
2025-04-22T04:51:43.196021,82,155,2
2025-04-22T04:51:53.196046,82,155,2
2025-04-22T04:52:03.194782,82,155,2
2025-04-22T04:52:13.203228,82,155,2
2025-04-22T04:52:23.202062,82,155,19
2025-04-22T04:52:33.198275,82,155,1
2025-04-22T04:52:43.197777,82,155,2
2025-04-22T04:52:53.191936,82,155,4
2025-04-22T04:53:03.193012,82,155,3
2025-04-22T04:53:13.196321,82,155,2
2025-04-22T04:53:23.204944,82,155,3
2025-04-22T04:53:33.206246,82,155,3
2025-04-22T04:53:43.196921,82,155,3
2025-04-22T04:53:53.196119,82,155,2
2025-04-22T04:54:03.195676,82,155,20
2025-04-22T04:54:13.196836,82,155,2
2025-04-22T04:54:23.200475,82,155,1
2025-04-22T04:54:33.194210,82,155,2
2025-04-22T04:54:43.207054,82,155,3
2025-04-22T04:54:53.202067,82,155,3
2025-04-22T04:55:03.193092,82,155,2
2025-04-22T04:55:13.195028,82,155,2
2025-04-22T04:55:23.197389,82,155,2
2025-04-22T04:55:33.198194,82,155,3
2025-04-22T04:55:43.200865,82,155,2
2025-04-22T04:55:53.202159,82,155,2
2025-04-22T04:56:03.195143,82,155,3
2025-04-22T04:56:13.200016,82,155,6
2025-04-22T04:56:23.194683,82,155,3
2025-04-22T04:56:33.203992,82,155,3
2025-04-22T04:56:43.192165,82,155,2
2025-04-22T04:56:53.191978,82,172,2
2025-04-22T04:57:03.195821,82,172,2
2025-04-22T04:57:13.205086,82,172,2
2025-04-22T04:57:23.195213,82,172,2
2025-04-22T04:57:33.197602,82,172,3
2025-04-22T04:57:43.202509,82,172,6
2025-04-22T04:57:53.196574,82,172,3
2025-04-22T04:58:03.202309,82,172,2
2025-04-22T04:58:13.202218,82,172,2
2025-04-22T04:58:23.206488,82,155,2
2025-04-22T04:58:33.207390,82,155,3
2025-04-22T04:58:43.198908,82,155,3
2025-04-22T04:58:53.195242,82,155,3
2025-04-22T04:59:03.195763,82,155,2
2025-04-22T04:59:13.197699,82,155,1
2025-04-22T04:59:23.204776,82,155,2
2025-04-22T04:59:33.199725,82,155,2
2025-04-22T04:59:43.202557,82,155,1
2025-04-22T04:59:53.196527,82,155,1
2025-04-22T05:00:03.195955,82,155,3
2025-04-22T05:00:13.196821,82,155,2
2025-04-22T05:00:23.199033,82,155,2
2025-04-22T05:00:33.198658,82,155,2
2025-04-22T05:00:43.200974,82,155,2
2025-04-22T05:00:53.207032,82,155,3
2025-04-22T05:01:03.206913,82,155,2
2025-04-22T05:01:13.196363,82,155,2
2025-04-22T05:01:23.194704,82,155,3
2025-04-22T05:01:33.200968,82,155,2
2025-04-22T05:01:43.196777,82,155,2
2025-04-22T05:01:53.205490,82,155,2
2025-04-22T05:02:03.206485,82,155,2
2025-04-22T05:02:13.203009,82,155,4
2025-04-22T05:02:23.204715,82,155,2
2025-04-22T05:02:33.205359,82,155,2
2025-04-22T05:02:43.191625,82,155,2
2025-04-22T05:02:53.199279,82,155,2
2025-04-22T05:03:03.200578,82,155,2
2025-04-22T05:03:13.196687,82,155,3
2025-04-22T05:03:23.207602,82,172,4
2025-04-22T05:03:33.202724,82,172,3
2025-04-22T05:03:43.202279,82,172,2
2025-04-22T05:03:53.197354,82,172,3
2025-04-22T05:04:03.196268,82,172,2
2025-04-22T05:04:13.204866,82,172,3
2025-04-22T05:04:23.193867,82,172,2
2025-04-22T05:04:33.192401,82,172,2
2025-04-22T05:04:43.192579,82,172,3
2025-04-22T05:04:53.201852,82,172,2
2025-04-22T05:05:03.195753,82,172,3
2025-04-22T05:05:13.203702,82,155,2
2025-04-22T05:05:23.200784,82,155,2
2025-04-22T05:05:33.202612,82,155,4
2025-04-22T05:05:43.194996,82,155,2
2025-04-22T05:05:53.194935,82,155,2
2025-04-22T05:06:03.197720,82,155,2
2025-04-22T05:06:13.193975,82,155,2
2025-04-22T05:06:23.207402,82,155,2
2025-04-22T05:06:33.196347,82,155,2
2025-04-22T05:06:43.202435,82,155,3
2025-04-22T05:06:53.195986,82,155,2
2025-04-22T05:07:03.201827,82,155,2
2025-04-22T05:07:13.203221,82,155,3
2025-04-22T05:07:23.199989,82,155,2
2025-04-22T05:07:33.197823,82,155,3
2025-04-22T05:07:43.201676,82,155,3
2025-04-22T05:07:53.204525,82,155,2
2025-04-22T05:08:03.198388,82,155,5
2025-04-22T05:08:13.203852,82,155,2
2025-04-22T05:08:23.201172,82,155,3
2025-04-22T05:08:33.192102,82,155,2
2025-04-22T05:08:43.194881,82,155,2
2025-04-22T05:08:53.197739,82,155,3
2025-04-22T05:09:03.195529,82,172,3
2025-04-22T05:09:13.203795,82,172,2
2025-04-22T05:09:23.197396,82,172,3
2025-04-22T05:09:33.195634,82,172,3
2025-04-22T05:09:43.196790,82,172,2
2025-04-22T05:09:53.206611,82,172,3
2025-04-22T05:10:03.198693,82,172,2
2025-04-22T05:10:13.205267,82,172,2
2025-04-22T05:10:23.200583,82,172,2
2025-04-22T05:10:33.199207,82,172,3
2025-04-22T05:10:43.199325,82,172,3
2025-04-22T05:10:53.205451,82,172,4
2025-04-22T05:11:03.201278,82,172,2
2025-04-22T05:11:13.203722,82,172,3
2025-04-22T05:11:23.191538,82,172,2
2025-04-22T05:11:33.202487,82,172,2
2025-04-22T05:11:43.196949,82,172,2
2025-04-22T05:11:53.199630,82,146,3
2025-04-22T05:12:03.198573,82,146,2
2025-04-22T05:12:13.194474,82,146,2
2025-04-22T05:12:23.192245,82,146,2
2025-04-22T05:12:33.196736,82,146,4
2025-04-22T05:12:43.201014,82,146,2
2025-04-22T05:12:53.195640,82,146,3
2025-04-22T05:13:03.203745,82,146,3
2025-04-22T05:13:13.199010,82,146,3
2025-04-22T05:13:23.193338,82,146,3
2025-04-22T05:13:33.205809,82,146,3
2025-04-22T05:13:43.203363,82,146,2
2025-04-22T05:13:53.195304,82,146,3
2025-04-22T05:14:03.201299,82,146,3
2025-04-22T05:14:13.201967,82,146,2
2025-04-22T05:14:23.194905,82,146,3
2025-04-22T05:14:33.203663,82,146,3
2025-04-22T05:14:43.199802,82,146,4
2025-04-22T05:14:53.194728,82,146,4
2025-04-22T05:15:03.192108,82,146,16
2025-04-22T05:15:13.194282,82,155,3
2025-04-22T05:15:23.199613,82,155,4
2025-04-22T05:15:33.198234,82,155,2
2025-04-22T05:15:43.197768,82,155,5
2025-04-22T05:15:53.198934,82,155,2
2025-04-22T05:16:03.203372,82,155,2
2025-04-22T05:16:13.198776,82,155,3
2025-04-22T05:16:23.205418,82,155,2
2025-04-22T05:16:33.197405,82,155,3
2025-04-22T05:16:43.197582,82,155,2
2025-04-22T05:16:53.202052,82,155,3
2025-04-22T05:17:03.195103,82,155,2
2025-04-22T05:17:13.200242,82,155,4
2025-04-22T05:17:23.197154,82,155,3
2025-04-22T05:17:33.204077,82,155,3
2025-04-22T05:17:43.195494,82,155,2
2025-04-22T05:17:53.201336,82,155,2
2025-04-22T05:18:03.204322,82,155,2
2025-04-22T05:18:13.197433,82,155,3
2025-04-22T05:18:23.202835,82,155,2
2025-04-22T05:18:33.201113,82,155,4
2025-04-22T05:18:43.205997,82,155,2
2025-04-22T05:18:53.193081,82,155,4
2025-04-22T05:19:03.195797,82,155,3
2025-04-22T05:19:13.199769,82,155,2
2025-04-22T05:19:23.193206,82,155,3
2025-04-22T05:19:33.199665,82,155,3
2025-04-22T05:19:43.196372,82,155,3
2025-04-22T05:19:53.197804,82,155,3
2025-04-22T05:20:03.195186,82,155,2
2025-04-22T05:20:13.197751,82,155,3
2025-04-22T05:20:23.192360,82,155,3
2025-04-22T05:20:33.206908,82,155,2
2025-04-22T05:20:43.194076,82,155,2
2025-04-22T05:20:53.204458,82,155,3
2025-04-22T05:21:03.202855,82,155,2
2025-04-22T05:21:13.202309,82,155,3
2025-04-22T05:21:23.201881,82,155,3
2025-04-22T05:21:33.206436,82,155,5
2025-04-22T05:21:43.207212,82,155,2
2025-04-22T05:21:53.192566,82,155,2
2025-04-22T05:22:03.191985,82,155,2
2025-04-22T05:22:13.201637,82,155,3
2025-04-22T05:22:23.200951,82,155,2
2025-04-22T05:22:33.197886,82,155,4
2025-04-22T05:22:43.193759,82,155,3
2025-04-22T05:22:53.194926,82,155,2
2025-04-22T05:23:03.205940,82,155,4
2025-04-22T05:23:13.197886,82,155,2
2025-04-22T05:23:23.204670,82,155,2
2025-04-22T05:23:33.197556,82,155,4
2025-04-22T05:23:43.199772,82,155,3
2025-04-22T05:23:53.196343,82,155,3
2025-04-22T05:24:03.206071,82,155,5
2025-04-22T05:24:13.194351,82,172,3
2025-04-22T05:24:23.200453,82,172,2
2025-04-22T05:24:33.197483,82,172,3
2025-04-22T05:24:43.202566,82,172,2
2025-04-22T05:24:53.195443,82,172,3
2025-04-22T05:25:03.197000,82,172,15
2025-04-22T05:25:13.202412,82,172,2
2025-04-22T05:25:23.193663,82,172,2
2025-04-22T05:25:33.202359,82,172,2
2025-04-22T05:25:43.192994,82,172,2
2025-04-22T05:25:53.204502,82,172,3
2025-04-22T05:26:03.207410,82,172,2
2025-04-22T05:26:13.198310,82,172,2
2025-04-22T05:26:23.203487,82,172,2
2025-04-22T05:26:33.198932,82,172,2
2025-04-22T05:26:43.205111,82,155,2
2025-04-22T05:26:53.205090,82,155,2
2025-04-22T05:27:03.205273,82,155,4
2025-04-22T05:27:13.199806,82,155,2
2025-04-22T05:27:23.202053,82,155,2
2025-04-22T05:27:33.203967,82,155,3
2025-04-22T05:27:43.197996,82,155,3
2025-04-22T05:27:53.192517,82,155,2
2025-04-22T05:28:03.192031,82,155,3
2025-04-22T05:28:13.198608,82,155,2
2025-04-22T05:28:23.206838,82,155,2
2025-04-22T05:28:33.201197,82,155,3
2025-04-22T05:28:43.201023,82,155,3
2025-04-22T05:28:53.203531,82,155,2
2025-04-22T05:29:03.198710,82,155,2
2025-04-22T05:29:13.201831,82,155,3
2025-04-22T05:29:23.199406,82,155,3
2025-04-22T05:29:33.193761,82,155,2
2025-04-22T05:29:43.204485,82,155,3
2025-04-22T05:29:53.202115,82,155,2
2025-04-22T05:30:03.197346,82,155,6
2025-04-22T05:30:13.191939,82,155,3
2025-04-22T05:30:23.197425,82,155,3
2025-04-22T05:30:33.198301,82,155,5
2025-04-22T05:30:43.194698,82,155,3
2025-04-22T05:30:53.205331,82,155,3
2025-04-22T05:31:03.202136,82,155,3
2025-04-22T05:31:13.194543,82,155,3
2025-04-22T05:31:23.195030,82,155,3
2025-04-22T05:31:33.205686,82,155,2
2025-04-22T05:31:43.204236,82,155,2
2025-04-22T05:31:53.201863,82,155,2
2025-04-22T05:32:03.197364,82,155,2
2025-04-22T05:32:13.197789,82,155,2
2025-04-22T05:32:23.207114,82,155,3
2025-04-22T05:32:33.196521,82,155,2
2025-04-22T05:32:43.207377,82,155,2
2025-04-22T05:32:53.232485,82,155,3
2025-04-22T05:33:03.203142,82,146,1
2025-04-22T05:33:13.203312,82,146,2
2025-04-22T05:33:23.195730,82,146,2
2025-04-22T05:33:33.205203,82,146,4
2025-04-22T05:33:43.198019,82,146,2
2025-04-22T05:33:53.194657,82,146,5
2025-04-22T05:34:03.193180,82,146,2
2025-04-22T05:34:13.193191,82,146,2
2025-04-22T05:34:23.191861,82,146,2
2025-04-22T05:34:33.201730,82,146,3
2025-04-22T05:34:43.204230,82,146,4
2025-04-22T05:34:53.198815,82,146,2
2025-04-22T05:35:03.195074,82,146,2
2025-04-22T05:35:13.204427,82,146,24
2025-04-22T05:35:23.200583,82,146,1
2025-04-22T05:35:33.200125,82,146,3
2025-04-22T05:35:43.192155,82,146,4
2025-04-22T05:35:53.203302,82,146,2
2025-04-22T05:36:03.197762,82,146,3
2025-04-22T05:36:13.207248,82,146,3
2025-04-22T05:36:23.195016,82,146,3
2025-04-22T05:36:33.195462,82,146,3
2025-04-22T05:36:43.194885,82,146,3
2025-04-22T05:36:53.203722,82,146,3
2025-04-22T05:37:03.198019,82,155,2
2025-04-22T05:37:13.201373,82,155,2
2025-04-22T05:37:23.197694,82,155,2
2025-04-22T05:37:33.197415,82,155,2
2025-04-22T05:37:43.202504,82,155,4
2025-04-22T05:37:53.204589,82,155,2
2025-04-22T05:38:03.205079,82,155,3
2025-04-22T05:38:13.198302,82,155,2
2025-04-22T05:38:23.207110,82,155,2
2025-04-22T05:38:33.203140,82,155,3
2025-04-22T05:38:43.202744,82,155,6
2025-04-22T05:38:53.195454,82,155,1
2025-04-22T05:39:03.194278,82,155,17
2025-04-22T05:39:13.194003,82,155,3
2025-04-22T05:39:23.195444,82,155,2
2025-04-22T05:39:33.203343,82,155,5
2025-04-22T05:39:43.199556,82,155,2
2025-04-22T05:39:53.197511,82,155,3
2025-04-22T05:40:03.204893,82,155,3
2025-04-22T05:40:13.197016,82,155,2
2025-04-22T05:40:23.204304,82,155,3
2025-04-22T05:40:33.200936,82,155,4
2025-04-22T05:40:43.192126,82,155,2
2025-04-22T05:40:53.203940,82,155,2
2025-04-22T05:41:03.202080,82,155,3
2025-04-22T05:41:13.195328,82,155,5
2025-04-22T05:41:23.192325,82,155,3
2025-04-22T05:41:33.195987,82,155,4
2025-04-22T05:41:43.199004,82,155,2
2025-04-22T05:41:53.206187,82,155,3
2025-04-22T05:42:03.206296,82,155,2
2025-04-22T05:42:13.205913,82,155,3
2025-04-22T05:42:23.201905,82,155,2
2025-04-22T05:42:33.205398,82,172,3
2025-04-22T05:42:43.199693,82,172,4
2025-04-22T05:42:53.194733,82,172,2
2025-04-22T05:43:03.200904,82,172,2
2025-04-22T05:43:13.198457,82,172,1
2025-04-22T05:43:23.193409,82,172,4
2025-04-22T05:43:33.196708,82,172,5
2025-04-22T05:43:43.202021,82,172,3
2025-04-22T05:43:53.197451,82,172,2
2025-04-22T05:44:03.205911,82,172,5
2025-04-22T05:44:13.205479,82,172,3
2025-04-22T05:44:23.199018,82,172,3
2025-04-22T05:44:33.197740,82,172,2
2025-04-22T05:44:43.199845,82,172,4
2025-04-22T05:44:53.202236,82,172,2
2025-04-22T05:45:03.199331,82,172,2
2025-04-22T05:45:13.204061,82,172,2
2025-04-22T05:45:23.200821,82,172,2
2025-04-22T05:45:33.196568,82,172,2
2025-04-22T05:45:43.207524,82,172,2
2025-04-22T05:45:53.203947,82,172,3
2025-04-22T05:46:03.201591,82,172,3
2025-04-22T05:46:13.202591,82,155,2
2025-04-22T05:46:23.197040,82,155,3
2025-04-22T05:46:33.197314,82,155,2
2025-04-22T05:46:43.200137,82,155,2
2025-04-22T05:46:53.203509,82,155,2
2025-04-22T05:47:03.195501,82,155,2
2025-04-22T05:47:13.199461,82,155,3
2025-04-22T05:47:23.203030,82,155,2
2025-04-22T05:47:33.192378,82,155,3
2025-04-22T05:47:43.199602,82,155,3
2025-04-22T05:47:53.203162,82,155,2
2025-04-22T05:48:03.208827,82,155,2
2025-04-22T05:48:13.198581,82,155,3
2025-04-22T05:48:23.203863,82,155,2
2025-04-22T05:48:33.204999,82,155,5
2025-04-22T05:48:43.193469,82,155,2
2025-04-22T05:48:53.197435,82,155,2
2025-04-22T05:49:03.201789,82,155,3
2025-04-22T05:49:13.207424,82,155,2
2025-04-22T05:49:23.204818,82,155,2
2025-04-22T05:49:33.201187,82,155,2
2025-04-22T05:49:43.197351,82,155,5
2025-04-22T05:49:53.204669,82,155,2
2025-04-22T05:50:03.197826,82,155,2
2025-04-22T05:50:13.203888,82,155,2
2025-04-22T05:50:23.205573,82,155,3
2025-04-22T05:50:33.204366,82,155,2
2025-04-22T05:50:43.197237,82,155,2
2025-04-22T05:50:53.200550,82,155,2
2025-04-22T05:51:03.197752,82,155,2
2025-04-22T05:51:13.201163,82,155,2
2025-04-22T05:51:23.195040,82,155,2
2025-04-22T05:51:33.195833,82,155,3
2025-04-22T05:51:43.207740,82,155,2
2025-04-22T05:51:53.198406,82,155,2
2025-04-22T05:52:03.195705,82,155,2
2025-04-22T05:52:13.201914,82,155,2
2025-04-22T05:52:23.204106,82,155,2
2025-04-22T05:52:33.196872,82,155,3
2025-04-22T05:52:43.194168,82,155,2
2025-04-22T05:52:53.195414,82,155,2
2025-04-22T05:53:03.197798,82,155,2
2025-04-22T05:53:13.196515,82,155,2
2025-04-22T05:53:23.202298,82,155,2
2025-04-22T05:53:33.197446,82,155,2
2025-04-22T05:53:43.202721,82,155,2
2025-04-22T05:53:53.203068,82,155,3
2025-04-22T05:54:03.204745,82,155,2
2025-04-22T05:54:13.198517,82,146,2
2025-04-22T05:54:23.197481,82,146,3
2025-04-22T05:54:33.205174,82,146,2
2025-04-22T05:54:43.195004,82,146,4
2025-04-22T05:54:53.198694,82,146,2
2025-04-22T05:55:03.200277,82,146,2
2025-04-22T05:55:13.206572,82,146,4
2025-04-22T05:55:23.203523,82,146,2
2025-04-22T05:55:33.202953,82,146,2
2025-04-22T05:55:43.203310,82,146,2
2025-04-22T05:55:53.195325,82,146,2
2025-04-22T05:56:03.193618,82,146,4
2025-04-22T05:56:13.206901,82,146,4
2025-04-22T05:56:23.198123,82,146,2
2025-04-22T05:56:33.198028,82,146,2
2025-04-22T05:56:43.194431,82,146,2
2025-04-22T05:56:53.192094,82,146,2
2025-04-22T05:57:03.195090,82,146,4
2025-04-22T05:57:13.199459,82,146,3
2025-04-22T05:57:23.202310,82,146,2
2025-04-22T05:57:33.200917,82,146,2
2025-04-22T05:57:43.198352,82,146,2
2025-04-22T05:57:53.196121,82,146,2
2025-04-22T05:58:03.195497,82,146,2
2025-04-22T05:58:13.199626,82,146,3
2025-04-22T05:58:23.195187,82,155,2
2025-04-22T05:58:33.200672,82,155,2
2025-04-22T05:58:43.193985,82,155,3
2025-04-22T05:58:53.198375,82,155,2
2025-04-22T05:59:03.195241,82,155,2
2025-04-22T05:59:13.194888,82,155,3
2025-04-22T05:59:23.205006,82,155,5
2025-04-22T05:59:33.193427,82,155,2
2025-04-22T05:59:43.202285,82,172,2
2025-04-22T05:59:53.204867,82,172,3
2025-04-22T06:00:03.196647,82,172,5
2025-04-22T06:00:13.199196,82,172,3
2025-04-22T06:00:23.198773,82,172,2
2025-04-22T06:00:33.198644,82,172,5
2025-04-22T06:00:43.196196,82,172,2
2025-04-22T06:00:53.191841,82,172,2
2025-04-22T06:01:03.199212,82,172,4
2025-04-22T06:01:13.205584,82,172,2
2025-04-22T06:01:23.206653,82,172,2
2025-04-22T06:01:33.192989,82,172,2
2025-04-22T06:01:43.194267,82,172,2
2025-04-22T06:01:53.202377,82,172,1
2025-04-22T06:02:03.194518,82,172,2
2025-04-22T06:02:13.201774,82,172,3
2025-04-22T06:02:23.203612,82,172,2
2025-04-22T06:02:33.198561,82,172,1
2025-04-22T06:02:43.203080,82,172,2
2025-04-22T06:02:53.217480,82,155,2
2025-04-22T06:03:03.205763,82,155,3
2025-04-22T06:03:13.205120,82,155,2
2025-04-22T06:03:23.202687,82,155,3
2025-04-22T06:03:33.192260,82,155,1
2025-04-22T06:03:43.201174,82,155,3
2025-04-22T06:03:53.195997,82,155,3
2025-04-22T06:04:03.192418,82,155,3
2025-04-22T06:04:13.200244,82,155,3
2025-04-22T06:04:23.205063,82,155,2
2025-04-22T06:04:33.198785,82,155,3
2025-04-22T06:04:43.202170,82,155,4
2025-04-22T06:04:53.203879,82,155,2
2025-04-22T06:05:03.202484,82,155,2
2025-04-22T06:05:13.204420,82,155,2
2025-04-22T06:05:23.203255,82,155,4
2025-04-22T06:05:33.203335,82,155,1
2025-04-22T06:05:43.199071,82,155,2
2025-04-22T06:05:53.200866,82,155,3
2025-04-22T06:06:03.204030,82,155,2
2025-04-22T06:06:13.201430,82,155,2
2025-04-22T06:06:23.205477,82,155,3
2025-04-22T06:06:33.205950,82,155,3
2025-04-22T06:06:43.200452,82,155,2
2025-04-22T06:06:53.205239,82,155,4
2025-04-22T06:07:03.195599,82,155,3
2025-04-22T06:07:13.197472,82,155,4
2025-04-22T06:07:23.202766,82,155,3
2025-04-22T06:07:33.192547,82,155,2
2025-04-22T06:07:43.203167,82,155,2
2025-04-22T06:07:53.196488,82,155,2
2025-04-22T06:08:03.191977,82,155,3
2025-04-22T06:08:13.192375,82,155,2
2025-04-22T06:08:23.192949,82,155,2
2025-04-22T06:08:33.195943,82,155,2
2025-04-22T06:08:43.202492,82,155,2
2025-04-22T06:08:53.198740,82,155,3
2025-04-22T06:09:03.202825,82,155,45
2025-04-22T06:09:13.204901,82,155,2
2025-04-22T06:09:23.204004,82,155,4
2025-04-22T06:09:33.202495,82,155,3
2025-04-22T06:09:43.197055,82,155,2
2025-04-22T06:09:53.202736,82,155,2
2025-04-22T06:10:03.198420,82,155,2
2025-04-22T06:10:13.194682,82,155,3
2025-04-22T06:10:23.200892,82,155,3
2025-04-22T06:10:33.197928,82,155,3
2025-04-22T06:10:43.196781,82,155,4
2025-04-22T06:10:53.200527,82,155,2
2025-04-22T06:11:03.205717,82,155,8
2025-04-22T06:11:13.206892,82,155,2
2025-04-22T06:11:23.200537,82,155,2
2025-04-22T06:11:33.198590,82,155,2
2025-04-22T06:11:43.205141,82,155,2
2025-04-22T06:11:53.204478,82,155,2
2025-04-22T06:12:03.192807,82,155,4
2025-04-22T06:12:13.202358,82,155,2
2025-04-22T06:12:23.197670,82,155,2
2025-04-22T06:12:33.201640,82,155,2
2025-04-22T06:12:43.193976,82,155,3
2025-04-22T06:12:53.198179,82,155,1
2025-04-22T06:13:03.194969,82,155,3
2025-04-22T06:13:13.197845,82,155,4
2025-04-22T06:13:23.193675,82,155,2
2025-04-22T06:13:33.195209,82,155,2
2025-04-22T06:13:43.201918,82,155,2
2025-04-22T06:13:53.194367,82,155,3
2025-04-22T06:14:03.203906,82,155,4
2025-04-22T06:14:13.191885,82,155,2
2025-04-22T06:14:23.192641,82,155,3
2025-04-22T06:14:33.195421,82,155,1
2025-04-22T06:14:43.192383,82,155,2
2025-04-22T06:14:53.203593,82,155,2
2025-04-22T06:15:03.200941,82,155,4
2025-04-22T06:15:13.192939,82,155,2
2025-04-22T06:15:23.195226,82,155,2
2025-04-22T06:15:33.191383,82,155,2
2025-04-22T06:15:43.205957,82,155,2
2025-04-22T06:15:53.200786,82,155,2
2025-04-22T06:16:03.198847,82,155,2
2025-04-22T06:16:13.191596,82,155,3
2025-04-22T06:16:23.199972,82,155,2
2025-04-22T06:16:33.198957,82,155,4
2025-04-22T06:16:43.204273,82,155,15
2025-04-22T06:16:53.191545,82,155,4
2025-04-22T06:17:03.192401,82,155,3
2025-04-22T06:17:13.192438,82,155,2
2025-04-22T06:17:23.200410,82,155,2
2025-04-22T06:17:33.198095,82,155,3
2025-04-22T06:17:43.203882,82,155,2
2025-04-22T06:17:53.194889,82,155,2
2025-04-22T06:18:03.299214,82,155,2
2025-04-22T06:18:13.205412,82,155,4
2025-04-22T06:18:23.195664,82,155,4
2025-04-22T06:18:33.197016,82,155,3
2025-04-22T06:18:43.197025,82,155,3
2025-04-22T06:18:53.200603,82,155,3
2025-04-22T06:19:03.203932,82,155,5
2025-04-22T06:19:13.195193,82,155,3
2025-04-22T06:19:23.198613,82,155,2
2025-04-22T06:19:33.192967,82,155,3
2025-04-22T06:19:43.205432,82,155,2
2025-04-22T06:19:53.205103,82,155,2
2025-04-22T06:20:03.199002,82,155,2
2025-04-22T06:20:13.195981,82,155,3
2025-04-22T06:20:23.202149,82,155,2
2025-04-22T06:20:33.194134,82,155,2
2025-04-22T06:20:43.192711,82,155,2
2025-04-22T06:20:53.197859,82,155,4
2025-04-22T06:21:03.192433,82,155,2
2025-04-22T06:21:13.192237,82,155,3
2025-04-22T06:21:23.194377,82,155,2
